DMR,Gene,Assignment_Type,Distance_to_TSS
chr21_DMR_71,COL18A1,CpG,0.0
chr21_DMR_72,GABPA,CpG,0.0
chr21_DMR_72,ATP5J,CpG,0.0
chr21_DMR_73,DIP2A,CpG,0.0
chr21_DMR_74,IFNAR2,CpG,0.0
chr21_DMR_75,CRYAA,CpG,0.0
chr21_DMR_78,DNAJC28,CpG,0.0
chr21_DMR_79,TRPM2,CpG,0.0
chr21_DMR_81,DSCAM,CpG,0.0
chr21_DMR_82,DONSON,CpG,0.0
chr21_DMR_83,KRTAP12-4,CpG,0.0
chr21_DMR_83,C21orf29,CpG,0.0
chr21_DMR_84,PDXK,CpG,0.0
chr21_DMR_86,CYYR1,CpG,0.0
chr21_DMR_87,C21orf7,CpG,0.0
chr21_DMR_89,C21orf63,CpG,0.0
chr21_DMR_91,RIPK4,CpG,0.0
chr21_DMR_92,NCAM2,CpG,0.0
chr21_DMR_93,PTTG1IP,CpG,0.0
chr21_DMR_94,ZNF295,CpG,0.0
chr21_DMR_95,PKNOX1,CpG,0.0
chr21_DMR_96,C21orf7,CpG,0.0
chr21_DMR_97,RSPH1,CpG,0.0
chr21_DMR_98,ABCG1,CpG,0.0
chr21_DMR_99,HSPA13,CpG,0.0
chr21_DMR_100,PDE9A,CpG,0.0
chr21_DMR_101,ATP5O,CpG,0.0
chr21_DMR_102,KRTAP8-1,CpG,0.0
chr21_DMR_104,POFUT2,CpG,0.0
chr21_DMR_104,LOC642852,CpG,0.0
chr21_DMR_105,RCAN1,CpG,0.0
chr21_DMR_106,WRB,CpG,0.0
chr21_DMR_107,NCRNA00111,CpG,0.0
chr21_DMR_108,KCNE2,CpG,0.0
chr21_DMR_109,DSCR9,CpG,0.0
chr21_DMR_110,SLC19A1,CpG,0.0
chr21_DMR_111,SH3BGR,CpG,0.0
chr21_DMR_112,CLDN17,CpG,0.0
chr21_DMR_114,TMEM50B,CpG,0.0
chr21_DMR_115,C21orf49,CpG,0.0
chr21_DMR_115,C21orf66,CpG,0.0
chr21_DMR_116,C21orf58,CpG,0.0
chr21_DMR_116,PCNT,CpG,0.0
chr21_DMR_119,SFRS15,CpG,0.0
chr21_DMR_120,TFF1,CpG,0.0
chr21_DMR_121,NDUFV3,CpG,0.0
chr21_DMR_122,U2AF1,CpG,0.0
chr21_DMR_123,PCNT,CpG,0.0
chr21_DMR_124,C21orf33,CpG,0.0
chr21_DMR_125,C21orf2,CpG,0.0
chr21_DMR_126,KRTAP24-1,CpG,0.0
chr21_DMR_127,NCRNA00189,CpG,0.0
chr21_DMR_128,ICOSLG,CpG,0.0
chr21_DMR_129,LRRC3,CpG,0.0
chr21_DMR_130,ABCG1,CpG,0.0
chr21_DMR_131,USP16,CpG,0.0
chr21_DMR_132,HSF2BP,CpG,0.0
chr21_DMR_132,RRP1B,CpG,0.0
chr21_DMR_133,WDR4,CpG,0.0
chr21_DMR_134,SIM2,CpG,0.0
chr21_DMR_135,UBE2G2,CpG,0.0
chr21_DMR_136,COL18A1,CpG,0.0
chr21_DMR_137,COL18A1,CpG,0.0
chr21_DMR_137,NCRNA00175,CpG,0.0
chr21_DMR_138,LOC642852,CpG,0.0
chr21_DMR_139,MCM3AP,CpG,0.0
chr21_DMR_139,C21orf57,CpG,0.0
chr21_DMR_140,GRIK1,CpG,0.0
chr21_DMR_141,C21orf59,CpG,0.0
chr21_DMR_142,BTG3,CpG,0.0
chr21_DMR_143,ITSN1,CpG,0.0
chr21_DMR_143,CRYZL1,CpG,0.0
chr21_DMR_145,ABCG1,CpG,0.0
chr21_DMR_146,KRTAP12-1,CpG,0.0
chr21_DMR_146,C21orf29,CpG,0.0
chr21_DMR_147,BRWD1,CpG,0.0
chr21_DMR_148,HLCS,CpG,0.0
chr21_DMR_149,C21orf88,CpG,0.0
chr21_DMR_150,CBR3,CpG,0.0
chr21_DMR_151,KRTAP22-1,CpG,0.0
chr21_DMR_151,KRTAP6-2,CpG,0.0
chr21_DMR_152,PRMT2,CpG,0.0
chr21_DMR_153,C21orf45,CpG,0.0
chr21_DMR_154,SH3BGR,CpG,0.0
chr21_DMR_154,LCA5L,CpG,0.0
chr21_DMR_155,COL18A1,CpG,0.0
chr21_DMR_156,SETD4,CpG,0.0
chr21_DMR_157,KCNE1,CpG,0.0
chr21_DMR_158,ERG,CpG,0.0
chr21_DMR_159,KRTAP11-1,CpG,0.0
chr21_DMR_160,TRAPPC10,CpG,0.0
chr21_DMR_161,C21orf29,CpG,0.0
chr21_DMR_162,WRB,CpG,0.0
chr21_DMR_163,DSCR3,CpG,0.0
chr21_DMR_165,CCT8,CpG,0.0
chr21_DMR_166,C2CD2,CpG,0.0
chr21_DMR_167,IFNAR1,CpG,0.0
chr21_DMR_168,PFKL,CpG,0.0
chr21_DMR_169,SIK1,CpG,0.0
chr21_DMR_171,RUNX1,CpG,0.0
chr21_DMR_172,NCRNA00160,CpG,0.0
chr21_DMR_173,C21orf29,CpG,0.0
chr21_DMR_174,C21orf91,CpG,0.0
chr21_DMR_176,AIRE,CpG,0.0
chr21_DMR_177,RIPK4,CpG,0.0
chr21_DMR_178,ADAMTS1,CpG,0.0
chr21_DMR_179,MX1,CpG,0.0
chr21_DMR_182,DIP2A,CpG,0.0
chr21_DMR_183,MRPL39,CpG,0.0
chr21_DMR_186,NCRNA00162,CpG,0.0
chr21_DMR_187,BACE2,CpG,0.0
chr21_DMR_188,C21orf33,CpG,0.0
chr21_DMR_189,SUMO3,CpG,0.0
chr21_DMR_190,RRP1,CpG,0.0
chr21_DMR_192,SOD1,CpG,0.0
chr21_DMR_193,ETS2,CpG,0.0
chr21_DMR_194,PIGP,CpG,0.0
chr21_DMR_194,TTC3,CpG,0.0
chr21_DMR_195,ABCC13,CpG,0.0
chr21_DMR_196,KRTAP13-1,CpG,0.0
chr21_DMR_197,RRP1B,CpG,0.0
chr21_DMR_198,ABCG1,CpG,0.0
chr21_DMR_200,RNF160,CpG,0.0
chr21_DMR_201,ADARB1,CpG,0.0
chr21_DMR_201,C21orf122,CpG,0.0
chr21_DMR_202,SLC37A1,CpG,0.0
chr21_DMR_203,PCBP3,CpG,0.0
chr21_DMR_204,TRPM2,CpG,0.0
chr21_DMR_205,PWP2,CpG,0.0
chr21_DMR_207,HLCS,CpG,0.0
chr21_DMR_208,AGPAT3,CpG,0.0
chr21_DMR_209,C21orf70,CpG,0.0
chr21_DMR_210,PDXK,CpG,0.0
chr21_DMR_212,RCAN1,CpG,0.0
chr21_DMR_213,CLIC6,CpG,0.0
chr21_DMR_214,HMGN1,CpG,0.0
chr21_DMR_215,USP25,CpG,0.0
chr21_DMR_216,C21orf34,CpG,0.0
chr21_DMR_216,MIR125B2,CpG,0.0
chr21_DMR_217,SIM2,CpG,0.0
chr21_DMR_218,TMPRSS2,CpG,0.0
chr21_DMR_219,COL18A1,CpG,0.0
chr21_DMR_220,DYRK1A,CpG,0.0
chr21_DMR_221,COL18A1,CpG,0.0
chr21_DMR_223,AGPAT3,CpG,0.0
chr21_DMR_224,DSCAM,CpG,0.0
chr21_DMR_226,DSCR4,CpG,0.0
chr21_DMR_226,DSCR8,CpG,0.0
chr21_DMR_227,PSMG1,CpG,0.0
chr21_DMR_230,PDXK,CpG,0.0
chr21_DMR_231,POFUT2,CpG,0.0
chr21_DMR_232,COL6A2,CpG,0.0
chr21_DMR_233,PFKL,CpG,0.0
chr21_DMR_235,CLDN14,CpG,0.0
chr21_DMR_237,MX1,CpG,0.0
chr21_DMR_238,SIM2,CpG,0.0
chr21_DMR_239,COL18A1,CpG,0.0
chr21_DMR_240,SIK1,CpG,0.0
chr21_DMR_241,SLC5A3,CpG,0.0
chr21_DMR_241,MRPS6,CpG,0.0
chr21_DMR_243,PCNT,CpG,0.0
chr21_DMR_244,ICOSLG,CpG,0.0
chr21_DMR_245,COL6A2,CpG,0.0
chr21_DMR_246,AGPAT3,CpG,0.0
chr21_DMR_247,COL6A1,CpG,0.0
chr21_DMR_248,COL6A1,CpG,0.0
chr21_DMR_249,URB1,CpG,0.0
chr21_DMR_249,C21orf119,CpG,0.0
chr21_DMR_250,PCNT,CpG,0.0
chr21_DMR_251,RBM11,CpG,0.0
chr22_DMR_1,CSNK1E,CpG,0.0
chr22_DMR_2,PARVG,CpG,0.0
chr22_DMR_3,PRR5,CpG,0.0
chr22_DMR_4,HPS4,CpG,0.0
chr22_DMR_6,HORMAD2,CpG,0.0
chr22_DMR_7,NFAM1,CpG,0.0
chr22_DMR_8,CERK,CpG,0.0
chr22_DMR_9,C22orf26,CpG,0.0
chr22_DMR_9,LOC150381,CpG,0.0
chr22_DMR_10,RBM9,CpG,0.0
chr22_DMR_11,ADORA2A,CpG,0.0
chr22_DMR_12,RNU86,CpG,0.0
chr22_DMR_12,RPL3,CpG,0.0
chr22_DMR_13,C22orf9,CpG,0.0
chr22_DMR_15,CYB5R3,CpG,0.0
chr22_DMR_16,LIF,CpG,0.0
chr22_DMR_17,BRD1,CpG,0.0
chr22_DMR_17,LOC90834,CpG,0.0
chr22_DMR_18,SYNGR1,CpG,0.0
chr22_DMR_19,APOL6,CpG,0.0
chr22_DMR_20,CECR2,CpG,0.0
chr22_DMR_21,PLXNB2,CpG,0.0
chr22_DMR_22,VPREB1,CpG,0.0
chr22_DMR_23,TEF,CpG,0.0
chr22_DMR_24,CRYBB1,CpG,0.0
chr22_DMR_25,MLC1,CpG,0.0
chr22_DMR_26,EMID1,CpG,0.0
chr22_DMR_27,IL2RB,CpG,0.0
chr22_DMR_28,COMT,CpG,0.0
chr22_DMR_29,C22orf39,CpG,0.0
chr22_DMR_30,PARVG,CpG,0.0
chr22_DMR_31,LIMK2,CpG,0.0
chr22_DMR_32,SLC2A11,CpG,0.0
chr22_DMR_34,UPB1,CpG,0.0
chr22_DMR_34,C22orf45,CpG,0.0
chr22_DMR_36,GCAT,CpG,0.0
chr22_DMR_36,H1F0,CpG,0.0
chr22_DMR_37,RNU86,CpG,0.0
chr22_DMR_37,SNORD43,CpG,0.0
chr22_DMR_37,RPL3,CpG,0.0
chr22_DMR_38,ARVCF,CpG,0.0
chr22_DMR_40,TRMU,CpG,0.0
chr22_DMR_41,PLXNB2,CpG,0.0
chr22_DMR_42,DEPDC5,CpG,0.0
chr22_DMR_43,LOC100271722,CpG,0.0
chr22_DMR_44,FAM109B,CpG,0.0
chr22_DMR_45,LGALS2,CpG,0.0
chr22_DMR_46,ACR,CpG,0.0
chr22_DMR_47,CYB5R3,CpG,0.0
chr22_DMR_48,NCF4,CpG,0.0
chr22_DMR_49,KLHL22,CpG,0.0
chr22_DMR_50,TNRC6B,CpG,0.0
chr22_DMR_51,AP1B1,CpG,0.0
chr22_DMR_51,SNORD125,CpG,0.0
chr22_DMR_55,UBE2L3,CpG,0.0
chr22_DMR_56,PRR5,CpG,0.0
chr22_DMR_56,PRR5-ARHGAP8,CpG,0.0
chr22_DMR_57,HDAC10,CpG,0.0
chr22_DMR_59,C22orf15,CpG,0.0
chr22_DMR_60,CCDC157,CpG,0.0
chr22_DMR_60,SF3A1,CpG,0.0
chr22_DMR_61,PPM1F,CpG,0.0
chr22_DMR_62,TTC38,CpG,0.0
chr22_DMR_63,TXNRD2,CpG,0.0
chr22_DMR_64,CECR4,CpG,0.0
chr22_DMR_64,CECR5,CpG,0.0
chr22_DMR_65,GRAMD4,CpG,0.0
chr22_DMR_66,TCN2,CpG,0.0
chr22_DMR_67,CSNK1E,CpG,0.0
chr22_DMR_68,TRABD,CpG,0.0
chr22_DMR_69,MB,CpG,0.0
chr22_DMR_71,MICALL1,CpG,0.0
chr22_DMR_72,LOC730668,CpG,0.0
chr22_DMR_73,ZNF280B,CpG,0.0
chr22_DMR_75,C22orf33,CpG,0.0
chr22_DMR_76,SCO2,CpG,0.0
chr22_DMR_76,TYMP,CpG,0.0
chr22_DMR_77,CSF2RB,CpG,0.0
chr22_DMR_79,KCNJ4,CpG,0.0
chr22_DMR_80,PDGFB,CpG,0.0
chr22_DMR_81,PATZ1,CpG,0.0
chr22_DMR_82,SLC5A4,CpG,0.0
chr22_DMR_83,TNRC6B,CpG,0.0
chr22_DMR_84,GRAP2,CpG,0.0
chr22_DMR_85,CACNG2,CpG,0.0
chr22_DMR_86,SAMM50,CpG,0.0
chr22_DMR_87,HPS4,CpG,0.0
chr22_DMR_87,SRRD,CpG,0.0
chr22_DMR_88,IGLL1,CpG,0.0
chr22_DMR_89,KLHDC7B,CpG,0.0
chr22_DMR_90,SEC14L3,CpG,0.0
chr22_DMR_91,C1QTNF6,CpG,0.0
chr22_DMR_92,TTLL8,CpG,0.0
chr22_DMR_93,LIMK2,CpG,0.0
chr22_DMR_94,SLC25A17,CpG,0.0
chr22_DMR_95,FLJ41941,CpG,0.0
chr22_DMR_96,TUBGCP6,CpG,0.0
chr22_DMR_97,SCUBE1,CpG,0.0
chr22_DMR_98,KREMEN1,CpG,0.0
chr22_DMR_99,C22orf34,CpG,0.0
chr22_DMR_100,SLC25A18,CpG,0.0
chr22_DMR_101,BCR,CpG,0.0
chr22_DMR_102,TSPO,CpG,0.0
chr22_DMR_103,PANX2,CpG,0.0
chr22_DMR_104,PIM3,CpG,0.0
chr22_DMR_105,APOL3,CpG,0.0
chr22_DMR_107,DGCR6L,CpG,0.0
chr22_DMR_108,PRR5,CpG,0.0
chr22_DMR_108,PRR5-ARHGAP8,CpG,0.0
chr22_DMR_109,SDC4P,CpG,0.0
chr22_DMR_110,ADSL,CpG,0.0
chr22_DMR_111,TTC28,CpG,0.0
chr22_DMR_112,GAL3ST1,CpG,0.0
chr22_DMR_113,APOBEC3H,CpG,0.0
chr22_DMR_114,TRABD,CpG,0.0
chr22_DMR_115,PPM1F,CpG,0.0
chr22_DMR_116,LOC150381,CpG,0.0
chr22_DMR_118,PACSIN2,CpG,0.0
chr22_DMR_119,APOBEC3A,CpG,0.0
chr22_DMR_120,CRYBB2,CpG,0.0
chr22_DMR_121,SNRPD3,CpG,0.0
chr22_DMR_121,C22orf13,CpG,0.0
chr22_DMR_122,SBF1,CpG,0.0
chr22_DMR_123,TTC38,CpG,0.0
chr22_DMR_124,MAPK12,CpG,0.0
chr22_DMR_125,MAFF,CpG,0.0
chr22_DMR_126,MTP18,CpG,0.0
chr22_DMR_126,SEC14L2,CpG,0.0
chr22_DMR_127,NF2,CpG,0.0
chr22_DMR_128,INPP5J,CpG,0.0
chr22_DMR_130,BIK,CpG,0.0
chr22_DMR_131,GAL3ST1,CpG,0.0
chr22_DMR_133,PRR5,CpG,0.0
chr22_DMR_133,PRR5-ARHGAP8,CpG,0.0
chr22_DMR_134,CELSR1,CpG,0.0
chr22_DMR_136,PLA2G3,CpG,0.0
chr22_DMR_137,MORC2,CpG,0.0
chr22_DMR_137,TUG1,CpG,0.0
chr22_DMR_140,RAC2,CpG,0.0
chr22_DMR_141,SAMM50,CpG,0.0
chr22_DMR_142,BPIL2,CpG,0.0
chr22_DMR_143,PRR5,CpG,0.0
chr22_DMR_145,MIR658,CpG,0.0
chr22_DMR_145,ANKRD54,CpG,0.0
chr22_DMR_146,C22orf24,CpG,0.0
chr22_DMR_148,FBXO7,CpG,0.0
chr22_DMR_149,AP1B1,CpG,0.0
chr22_DMR_150,BAIAP2L2,CpG,0.0
chr22_DMR_151,MEI1,CpG,0.0
chr22_DMR_151,CCDC134,CpG,0.0
chr22_DMR_152,SSTR3,CpG,0.0
chr22_DMR_153,MOV10L1,CpG,0.0
chr22_DMR_154,CACNA1I,CpG,0.0
chr22_DMR_155,KCNJ4,CpG,0.0
chr22_DMR_156,KDELR3,CpG,0.0
chr22_DMR_157,NOL12,CpG,0.0
chr22_DMR_158,MIF,CpG,0.0
chr22_DMR_159,SNAP29,CpG,0.0
chr22_DMR_159,PI4KA,CpG,0.0
chr22_DMR_160,FAM83F,CpG,0.0
chr22_DMR_162,ODF3B,CpG,0.0
chr22_DMR_163,LOC400931,CpG,0.0
chr22_DMR_164,FAM19A5,CpG,0.0
chr22_DMR_165,ALG12,CpG,0.0
chr22_DMR_165,CRELD2,CpG,0.0
chr22_DMR_167,ENTHD1,CpG,0.0
chr22_DMR_168,ZNF70,CpG,0.0
chr22_DMR_169,TTLL8,CpG,0.0
chr22_DMR_170,PLXNB2,CpG,0.0
chr22_DMR_171,BID,CpG,0.0
chr22_DMR_172,CABIN1,CpG,0.0
chr22_DMR_173,SMCR7L,CpG,0.0
chr22_DMR_174,CHKB-CPT1B,CpG,0.0
chr22_DMR_174,LOC100144603,CpG,0.0
chr22_DMR_174,CHKB,CpG,0.0
chr22_DMR_175,TBC1D10A,CpG,0.0
chr22_DMR_177,SH3BP1,CpG,0.0
chr22_DMR_178,L3MBTL2,CpG,0.0
chr22_DMR_179,TRIOBP,CpG,0.0
chr22_DMR_180,CCDC116,CpG,0.0
chr22_DMR_180,YDJC,CpG,0.0
chr22_DMR_181,C22orf42,CpG,0.0
chr22_DMR_182,MKL1,CpG,0.0
chr22_DMR_183,SFI1,CpG,0.0
chr22_DMR_184,GRAMD4,CpG,0.0
chr22_DMR_185,NDUFA6,CpG,0.0
chr22_DMR_186,TOB2,CpG,0.0
chr22_DMR_187,EIF3L,CpG,0.0
chr22_DMR_188,PEX26,CpG,0.0
chr22_DMR_189,UNC84B,CpG,0.0
chr22_DMR_190,LGALS1,CpG,0.0
chr22_DMR_191,LOC91316,CpG,0.0
chr22_DMR_192,CHEK2,CpG,0.0
chr22_DMR_192,HSCB,CpG,0.0
chr22_DMR_193,BCR,CpG,0.0
chr22_DMR_194,MAPK1,CpG,0.0
chr22_DMR_195,SYN3,CpG,0.0
chr22_DMR_195,TIMP3,CpG,0.0
chr22_DMR_196,CBX7,CpG,0.0
chr22_DMR_197,SREBF2,CpG,0.0
chr22_DMR_198,ARVCF,CpG,0.0
chr22_DMR_199,TUBGCP6,CpG,0.0
chr22_DMR_202,TTLL1,CpG,0.0
chr22_DMR_203,OSM,CpG,0.0
chr22_DMR_204,C22orf9,CpG,0.0
chr22_DMR_204,MIR1249,CpG,0.0
chr22_DMR_205,TOM1,CpG,0.0
chr22_DMR_206,RABL4,CpG,0.0
chr22_DMR_207,GAS2L1,CpG,0.0
chr22_DMR_208,SDF2L1,CpG,0.0
chr22_DMR_209,JOSD1,CpG,0.0
chr22_DMR_211,MN1,CpG,0.0
chr22_DMR_212,RTDR1,CpG,0.0
chr22_DMR_212,GNAZ,CpG,0.0
chr22_DMR_214,FLJ39582,CpG,0.0
chr22_DMR_214,THAP7,CpG,0.0
chr22_DMR_215,PANX2,CpG,0.0
chr22_DMR_216,ZMAT5,CpG,0.0
chr22_DMR_216,UCRC,CpG,0.0
chr22_DMR_217,KREMEN1,CpG,0.0
chr22_DMR_218,BIK,CpG,0.0
chr22_DMR_219,ATXN10,CpG,0.0
chr22_DMR_220,MIRLET7A3,CpG,0.0
chr22_DMR_220,MIRLET7B,CpG,0.0
chr22_DMR_220,LOC400931,CpG,0.0
chr22_DMR_221,PRAME,CpG,0.0
chr22_DMR_221,LOC648691,CpG,0.0
chr22_DMR_222,LZTR1,CpG,0.0
chr22_DMR_223,DGCR2,CpG,0.0
chr22_DMR_224,SULT4A1,CpG,0.0
chr22_DMR_225,GGA1,CpG,0.0
chr22_DMR_226,MGC16703,CpG,0.0
chr22_DMR_226,P2RX6,CpG,0.0
chr22_DMR_227,CCDC117,CpG,0.0
chr22_DMR_228,ELFN2,CpG,0.0
chr22_DMR_229,TEF,CpG,0.0
chr22_DMR_231,PPARA,CpG,0.0
chr22_DMR_232,TBC1D22A,CpG,0.0
chr22_DMR_233,NPTXR,CpG,0.0
chr22_DMR_234,CERK,CpG,0.0
chr22_DMR_235,CACNG2,CpG,0.0
chr22_DMR_237,POLR2F,CpG,0.0
chr22_DMR_237,C22orf23,CpG,0.0
chr22_DMR_238,CARD10,CpG,0.0
chr22_DMR_239,LOC150185,CpG,0.0
chr22_DMR_240,CBX6,CpG,0.0
chr22_DMR_241,A4GALT,CpG,0.0
chr22_DMR_242,RNU12,CpG,0.0
chr22_DMR_242,POLDIP3,CpG,0.0
chr22_DMR_243,WBP2NL,CpG,0.0
chr22_DMR_243,SEPT3,CpG,0.0
chr22_DMR_244,CENPM,CpG,0.0
chr22_DMR_247,TRIOBP,CpG,0.0
chr22_DMR_248,SLC5A1,CpG,0.0
chr22_DMR_249,HMGXB4,CpG,0.0
chr22_DMR_250,MN1,CpG,0.0
chr22_DMR_251,GTPBP1,CpG,0.0
chr22_DMR_252,SYN3,CpG,0.0
chr22_DMR_254,SEPT5,CpG,0.0
chr22_DMR_255,LIF,CpG,0.0
chr22_DMR_256,ATF4,CpG,0.0
chr22_DMR_257,TNRC6B,CpG,0.0
chr22_DMR_258,SMTN,CpG,0.0
chr22_DMR_259,SMARCB1,CpG,0.0
chr22_DMR_260,NAGA,CpG,0.0
chr22_DMR_261,PPIL2,CpG,0.0
chr22_DMR_262,CECR6,CpG,0.0
chr22_DMR_263,RBX1,CpG,0.0
chr22_DMR_264,GRAMD4,CpG,0.0
chr22_DMR_265,SLC35E4,CpG,0.0
chr22_DMR_266,DGCR14,CpG,0.0
chr22_DMR_267,EFCAB6,CpG,0.0
chr22_DMR_268,KCTD17,CpG,0.0
chr22_DMR_269,TOMM22,CpG,0.0
chr22_DMR_270,DGCR6,CpG,0.0
chr22_DMR_272,TFIP11,CpG,0.0
chr22_DMR_273,CLTCL1,CpG,0.0
chr22_DMR_274,PLA2G6,CpG,0.0
chr22_DMR_275,C22orf36,CpG,0.0
chr22_DMR_275,GGT1,CpG,0.0
chr22_DMR_276,NHP2L1,CpG,0.0
chr22_DMR_277,TPST2,CpG,0.0
chr22_DMR_279,MCAT,CpG,0.0
chr22_DMR_280,EIF3D,CpG,0.0
chr22_DMR_281,RPS19BP1,CpG,0.0
chr22_DMR_282,DERL3,CpG,0.0
chr22_DMR_283,ZC3H7B,CpG,0.0
chr22_DMR_284,SNORD83B,CpG,0.0
chr22_DMR_284,RPL3,CpG,0.0
chr22_DMR_285,TMPRSS6,CpG,0.0
chr22_DMR_286,MMP11,CpG,0.0
chr22_DMR_287,PVALB,CpG,0.0
chr22_DMR_288,CABIN1,CpG,0.0
chr22_DMR_291,RBM9,CpG,0.0
chr22_DMR_292,CABP7,CpG,0.0
chr22_DMR_293,FAM19A5,CpG,0.0
chr22_DMR_294,CDC42EP1,CpG,0.0
chr22_DMR_295,MYH9,CpG,0.0
chr22_DMR_296,UPK3A,CpG,0.0
chr22_DMR_297,PLA2G6,CpG,0.0
chr22_DMR_298,PDXP,CpG,0.0
chr22_DMR_299,CELSR1,CpG,0.0
chr22_DMR_300,LOC284900,CpG,0.0
chr22_DMR_300,PITPNB,CpG,0.0
chr22_DMR_301,C22orf40,CpG,0.0
chr22_DMR_302,CELSR1,CpG,0.0
chr22_DMR_303,SEPT3,CpG,0.0
chr22_DMR_304,LOC339674,CpG,0.0
chr22_DMR_305,YDJC,CpG,0.0
chr22_DMR_306,RHBDD3,CpG,0.0
chr22_DMR_306,EWSR1,CpG,0.0
chr22_DMR_307,DDX17,CpG,0.0
chr22_DMR_308,SYN3,CpG,0.0
chr22_DMR_309,MIR130B,CpG,0.0
chr22_DMR_309,MIR301B,CpG,0.0
chr22_DMR_310,GALR3,CpG,0.0
chr22_DMR_311,OSBP2,CpG,0.0
chr22_DMR_312,MIAT,CpG,0.0
chr22_DMR_313,NIPSNAP1,CpG,0.0
chr22_DMR_314,APOL6,CpG,0.0
chr22_DMR_315,CBX6,CpG,0.0
chr22_DMR_317,ZNF74,CpG,0.0
chr22_DMR_318,DGCR5,CpG,0.0
chr22_DMR_320,XPNPEP3,CpG,0.0
chr22_DMR_320,ST13,CpG,0.0
chr22_DMR_321,PANX2,CpG,0.0
chr22_DMR_322,CHCHD10,CpG,0.0
chr22_DMR_323,THOC5,CpG,0.0
chr22_DMR_327,OSBP2,CpG,0.0
chr22_DMR_328,C22orf46,CpG,0.0
chr22_DMR_328,NHP2L1,CpG,0.0
chr22_DMR_329,ASPHD2,CpG,0.0
chr22_DMR_330,C22orf24,CpG,0.0
chr22_DMR_330,YWHAH,CpG,0.0
chr22_DMR_331,DUSP18,CpG,0.0
chr22_DMR_332,C22orf32,CpG,0.0
chr22_DMR_333,EIF4ENIF1,CpG,0.0
chr22_DMR_334,PES1,CpG,0.0
chr22_DMR_335,MRPL40,CpG,0.0
chr22_DMR_335,HIRA,CpG,0.0
chr22_DMR_336,ARFGAP3,CpG,0.0
chr22_DMR_337,COMT,CpG,0.0
chr22_DMR_337,TXNRD2,CpG,0.0
chr22_DMR_338,GP1BB,CpG,0.0
chr22_DMR_338,SEPT5,CpG,0.0
chr22_DMR_339,RANGAP1,CpG,0.0
chr22_DMR_340,TNRC6B,CpG,0.0
chr22_DMR_341,SEZ6L,CpG,0.0
chr22_DMR_342,DNAL4,CpG,0.0
chr22_DMR_343,SEC14L4,CpG,0.0
chr22_DMR_344,TMEM211,CpG,0.0
chr22_DMR_345,TMPRSS6,CpG,0.0
chr22_DMR_346,FAM19A5,CpG,0.0
chr22_DMR_347,YPEL1,CpG,0.0
chr22_DMR_348,PARVB,CpG,0.0
chr22_DMR_349,SYNGR1,CpG,0.0
chr22_DMR_350,CDC45L,CpG,0.0
chr22_DMR_350,UFD1L,CpG,0.0
chr22_DMR_351,RANBP1,CpG,0.0
chr22_DMR_351,TRMT2A,CpG,0.0
chr22_DMR_352,ARVCF,CpG,0.0
chr22_DMR_353,CECR5,CpG,0.0
chr22_DMR_354,C22orf25,CpG,0.0
chr22_DMR_354,MIR185,CpG,0.0
chr22_DMR_355,SELO,CpG,0.0
chr22_DMR_357,IL17RA,CpG,0.0
chr22_DMR_358,PMM1,CpG,0.0
chr22_DMR_359,PDGFB,CpG,0.0
chr22_DMR_360,C22orf41,CpG,0.0
chr22_DMR_362,MED15,CpG,0.0
chr22_DMR_363,SLC25A1,CpG,0.0
chr22_DMR_364,TOP3B,CpG,0.0
chr22_DMR_365,SMTN,CpG,0.0
chr22_DMR_366,MFNG,CpG,0.0
chr22_DMR_367,PIK3IP1,CpG,0.0
chr22_DMR_368,COMT,CpG,0.0
chr22_DMR_369,MYH9,CpG,0.0
chr22_DMR_370,DGCR14,CpG,0.0
chr22_DMR_370,TSSK2,CpG,0.0
chr22_DMR_371,FBLN1,CpG,0.0
chr22_DMR_372,CABIN1,CpG,0.0
chr22_DMR_373,CSDC2,CpG,0.0
chr22_DMR_374,GGA1,CpG,0.0
chr22_DMR_375,CCDC116,CpG,0.0
chr22_DMR_376,MKL1,CpG,0.0
chr22_DMR_377,ARVCF,CpG,0.0
chr22_DMR_378,ZNRF3,CpG,0.0
chr22_DMR_379,XBP1,CpG,0.0
chr22_DMR_380,BRD1,CpG,0.0
chr22_DMR_381,RPS19BP1,CpG,0.0
chr22_DMR_382,ATP6V1E1,CpG,0.0
chr22_DMR_383,ACO2,CpG,0.0
chr22_DMR_383,PHF5A,CpG,0.0
chr22_DMR_384,LARGE,CpG,0.0
chr22_DMR_385,SCARF2,CpG,0.0
chr22_DMR_386,AIFM3,CpG,0.0
chr22_DMR_387,MCM5,CpG,0.0
chr22_DMR_388,PIK3IP1,CpG,0.0
chr22_DMR_389,CRKL,CpG,0.0
chr22_DMR_390,TBC1D22A,CpG,0.0
chr22_DMR_391,PATZ1,CpG,0.0
chr22_DMR_392,SGSM3,CpG,0.0
chr22_DMR_393,PISD,CpG,0.0
chr22_DMR_394,TNFRSF13C,CpG,0.0
chr22_DMR_395,ARSA,CpG,0.0
chr22_DMR_396,MICAL3,CpG,0.0
chr22_DMR_398,PLXNB2,CpG,0.0
chr22_DMR_399,PICK1,CpG,0.0
chr22_DMR_400,CBX7,CpG,0.0
chr22_DMR_401,GATSL3,CpG,0.0
chr22_DMR_402,ZDHHC8,CpG,0.0
