"DMR","CpGs"
"chr14_DMR_729","cg02298881;cg21512075;cg01511804;cg03510158;cg15729423;cg22833375;cg13150564;cg02275830"
"chr14_DMR_730","cg14204600;cg26087735"
"chr14_DMR_731","cg04236382;cg02938807;cg02527030"
"chr14_DMR_732","cg24709703;cg20034983;cg00722180;cg15483044;cg07649646;cg01642722;cg11476758"
"chr14_DMR_733","cg03509898;cg26242531;cg14977938"
"chr14_DMR_734","cg18186343;cg03039990"
"chr14_DMR_735","cg19456540;cg06785999;cg14186066"
"chr14_DMR_736","cg26210003;cg10937593;cg21030500;cg09443039;cg15990211"
"chr14_DMR_737","cg19838043;cg15963913"
"chr14_DMR_738","cg09948958;cg03536289"
"chr14_DMR_739","cg13716585;cg10193711"
"chr14_DMR_740","cg18867321;cg06744057;cg22931362;cg10835914;cg22963414;cg07070694;cg25694542"
"chr14_DMR_741","cg18426863;cg05892425;cg16340136"
"chr14_DMR_742","cg02973354;cg23319601;cg15361373;cg02170386;cg04272682"
"chr14_DMR_743","cg20291925;cg14202910"
"chr14_DMR_744","cg16540134;cg21174375;cg10498703"
"chr14_DMR_745","cg26682510;cg26916470;cg21076271;cg03003608;cg18963596;cg20550520"
"chr14_DMR_746","cg22865908;cg26023228;cg10005947"
"chr14_DMR_747","cg14938431;cg04139849;cg10376476;cg01160394"
"chr14_DMR_748","cg04588710;cg10836431"
"chr14_DMR_749","cg26979012;cg19549731;cg10852511;cg01254459"
"chr14_DMR_750","cg14093553;cg13192788"
"chr14_DMR_751","cg08235161;cg00107772;cg21106407"
"chr14_DMR_752","cg18630178;cg26751828"
"chr14_DMR_753","cg15483436;cg07521618"
"chr14_DMR_754","cg12061886;cg23404711"
"chr14_DMR_755","cg11058576;cg17346559;cg21176127;cg11188679;cg01644112;cg09979281"
"chr14_DMR_756","cg23069036;cg21600563;cg26271086;cg00797602;cg16507511;cg14357226"
"chr14_DMR_757","cg10325478;cg06634473"
"chr14_DMR_758","cg11745444;cg18161803"
"chr14_DMR_759","cg12108273;cg00941797"
"chr14_DMR_760","cg04513411;cg25889160"
"chr14_DMR_761","cg19893964;cg08682607"
"chr14_DMR_762","cg20593274;cg17907583;cg00842161"
"chr14_DMR_763","cg13610392;cg27141427"
"chr14_DMR_764","cg13252307;cg20804555"
"chr14_DMR_765","cg14361409;cg01520867;cg21091128;cg27348266;cg06218726"
"chr14_DMR_766","cg13019491;cg00157572;cg00859478"
"chr14_DMR_767","cg01553613;cg12157619"
"chr14_DMR_768","cg21567958;cg10910286"
"chr14_DMR_769","cg16560272;cg14859350"
"chr14_DMR_770","cg13546414;cg24530460"
"chr14_DMR_771","cg25088409;cg10929299"
"chr14_DMR_772","cg18727782;cg26242888;cg20549405;cg09293533;cg11047500"
"chr14_DMR_773","cg23292259;cg24603941"
"chr14_DMR_774","cg23567369;cg05239956;cg18922874"
"chr14_DMR_775","cg21871608;cg13183355"
"chr14_DMR_776","cg08020808;cg01201932"
"chr14_DMR_777","cg07001734;cg15389183;cg07608290;cg27124170;cg22474507"
"chr14_DMR_778","cg18844382;cg02213260;cg21013866;cg18454133;cg13011388;cg17205324;cg16585972"
"chr14_DMR_779","cg18876270;cg13013965"
"chr14_DMR_780","cg14248715;cg22967396;cg05732979;cg04548856"
"chr14_DMR_781","cg14282221;cg02480144"
"chr14_DMR_782","cg08277679;cg12182408"
"chr14_DMR_783","cg18907582;cg08194979;cg15860839;cg03535066"
"chr14_DMR_784","cg15332441;cg01511647;cg22820364"
"chr14_DMR_785","cg20463862;cg01141940;cg27135692;cg09203490;cg21158631"
"chr14_DMR_786","cg05296192;cg16385571"
"chr14_DMR_787","cg13617534;cg22837342;cg10274099;cg18439323;cg07447157;cg04223160;cg08127876"
"chr14_DMR_788","cg12043200;cg01554437"
"chr14_DMR_789","cg13012899;cg09944697;cg22576489"
"chr14_DMR_790","cg04180929;cg18450130;cg10426658;cg16491739"
"chr14_DMR_791","cg16082877;cg21486470;cg14289469;cg18304280;cg11097968;cg19373199;cg01672129"
"chr14_DMR_792","cg02162886;cg19874726;cg19715557;cg01451328;cg09600096;cg04989913"
"chr14_DMR_793","cg21029451;cg11139684;cg18383160;cg07410086"
"chr14_DMR_794","cg18607491;cg24998816;cg23162805;cg16007185"
"chr14_DMR_795","cg11724557;cg19525780;cg03495832;cg26104065;cg12050054;cg19879265;cg15034599;cg00973115"
"chr14_DMR_796","cg23925650;cg04255421"
"chr14_DMR_797","cg23922560;cg06893389;cg21126487;cg08555460;cg20435474"
"chr14_DMR_798","cg18374393;cg09895822"
"chr14_DMR_799","cg24045841;cg01442601;cg27050153;cg19677166"
"chr14_DMR_800","cg01660716;cg27033655"
"chr14_DMR_801","cg17002328;cg00787180"
"chr14_DMR_802","cg15078479;cg15365367;cg19540080;cg01813761"
"chr14_DMR_803","cg19907776;cg01126532"
"chr14_DMR_804","cg18734330;cg10145926"
"chr14_DMR_805","cg10226073;cg21796528"
"chr14_DMR_806","cg03039519;cg24701694"
"chr14_DMR_807","cg25965286;cg26281789;cg04134173;cg01889306;cg02149083;cg04043826"
"chr14_DMR_808","cg13237033;cg02583151"
"chr14_DMR_809","cg04843851;cg22864613;cg07774222;cg12046056"
"chr14_DMR_810","cg18371471;cg14380774"
"chr14_DMR_811","cg01021847;cg20945376;cg00722188;cg26435617;cg16431961"
"chr14_DMR_812","cg10028434;cg07511317"
"chr14_DMR_813","cg10837846;cg05015297"
"chr14_DMR_814","cg23289024;cg13416283"
"chr14_DMR_815","cg24117150;cg10179669;cg02330264;cg22873661;cg13707025;cg26033127"
"chr14_DMR_816","cg16338060;cg12867068;cg23496562;cg23715682;cg16077929"
"chr14_DMR_817","cg15403660;cg04310833;cg15973528"
"chr14_DMR_818","cg05334032;cg08092588;cg04753469;cg03692700"
"chr14_DMR_819","cg01551013;cg21059475"
"chr14_DMR_820","cg10504545;cg01537391;cg07049929"
"chr14_DMR_821","cg16126178;cg18664856;cg19645788"
"chr14_DMR_822","cg00754740;cg27295939;cg16608593"
"chr14_DMR_823","cg04313071;cg16091920;cg07156990"
"chr14_DMR_824","cg22991936;cg15912732;cg26099837"
"chr15_DMR_1","cg24168641;cg25738958;cg10372921;cg06283368;cg19087463;cg14435807;cg23484268;cg02812767;cg00313401;cg20652404;cg00527825;cg01349856;cg00071887;cg22590761;cg00028013;cg19036075;cg12594244;cg04436755"
"chr15_DMR_2","cg03179496;cg19847577;cg08908089;cg18385440;cg20840847;cg00955451;cg12044210;cg21917349;cg10768063"
"chr15_DMR_3","cg05211768;cg03209642;cg09397246;cg26899598;cg05180856;cg25647583;cg18661868;cg26405020;cg06330618;cg04510874;cg20992439"
"chr15_DMR_4","cg08130266;cg17377594;cg23856027;cg10651319;cg12740037;cg01840419;cg02579959;cg27659566;cg26139402;cg01803541;cg10933959;cg12240002;cg24595580;cg12728784;cg08092276;cg07674459"
"chr15_DMR_5","cg13065206;cg26705724;cg06782350;cg22079077;cg16764778;cg05638787;cg17113968;cg19095568;cg07306253;cg25700533"
"chr15_DMR_6","cg08131309;cg09587957;cg12929983"
"chr15_DMR_7","cg21467108;cg02700491;cg20848207;cg04231905;cg12299554"
"chr15_DMR_8","cg20317748;cg05059480;cg01987202;cg07344355"
"chr15_DMR_9","cg26962618;cg14434062;cg13427748;cg16973527"
"chr15_DMR_10","cg02341571;cg18059012;cg05129597;cg01647795;cg06797389"
"chr15_DMR_11","cg00388154;cg11530995;cg08642285;cg09914542;cg05338167;cg09099177"
"chr15_DMR_12","cg27372452;cg25731553;cg12042714"
"chr15_DMR_13","cg12426092;cg20900050;cg20629587"
"chr15_DMR_14","cg03180768;cg04781080;cg19905757;cg21898299"
"chr15_DMR_15","cg18443571;cg16558770;cg09939948"
"chr15_DMR_16","cg01087294;cg13556511;cg14292280;cg09234378;cg22410057;cg15096085;cg26702670;cg07961715;cg27294796;cg01256846"
"chr15_DMR_17","cg13417268;cg09638395;cg07470694;cg00774088;cg03307893;cg16417876;cg25846723;cg26062856;cg08828036;cg00288824;cg24687432;cg09454187;cg26879349;cg18939241;cg06066676;cg17174275;cg15523238;cg26519141;cg02245837;cg18083248;cg09984339;cg22797991;cg18194306"
"chr15_DMR_18","cg23161492;cg26222247"
"chr15_DMR_19","cg25913761;cg19331221;cg27542466;cg18569141;cg24312661;cg13191115;cg20575277;cg26955540;cg20246851;cg26312071;cg06008511;cg16439823"
"chr15_DMR_20","cg04914221;cg02219476;cg09392381;cg10545768;cg04182114;cg23486561;cg11560666;cg09610163;cg03944501;cg18065177"
"chr15_DMR_21","cg20049422;cg09958402"
"chr15_DMR_22","cg14397171;cg04861869;cg19589317;cg14232082"
"chr15_DMR_23","cg06532379;cg22387369;cg25895948;cg08678925;cg11018313;cg07251857;cg00894103;cg13061976;cg06271561"
"chr15_DMR_24","cg23000765;cg08036668;cg18736186;cg25860737;cg05118636;cg10470524"
"chr15_DMR_25","cg26291655;cg06527213;cg12058064"
"chr15_DMR_26","cg10209670;cg05868469;cg05387565"
"chr15_DMR_27","cg11167100;cg26460092;cg14696396;cg08452658;cg22719913;cg09682213;cg27009545;cg25045893;cg22831436;cg25452071"
"chr15_DMR_28","cg27614723;cg12626076"
"chr15_DMR_29","cg05454389;cg06099188;cg21226024"
"chr15_DMR_30","cg07707586;cg05982017;cg08769189;cg04042305;cg24580153;cg18017853"
"chr15_DMR_31","cg00604410;cg03480935;cg10780949;cg22528123;cg19991458"
"chr15_DMR_32","cg17008164;cg21071989;cg07880431;cg10079107;cg03880323;cg02342791;cg15916554"
"chr15_DMR_33","cg03541369;cg23742887;cg23398335;cg22999786;cg10550166;cg24805728;cg03466432;cg20918730;cg16896009;cg09456081;cg12487497;cg13051058;cg18464823;cg14312115;cg00756808;cg27566947;cg03169739;cg11293029"
"chr15_DMR_34","cg11577097;cg10638604;cg02450124;cg11098259;cg27417578"
"chr15_DMR_35","cg22700246;cg06272045;cg23325335;cg09182750"
"chr15_DMR_36","cg25607876;cg20654462;cg20853889;cg18745279;cg03012556;cg17792616"
"chr15_DMR_37","cg22888055;cg08180028;cg26589785"
"chr15_DMR_38","cg24864663;cg25875049;cg09231843;cg13488556"
"chr15_DMR_39","cg03290522;cg27518483;cg23154781;cg21027535"
"chr15_DMR_40","cg07044708;cg22575261;cg18827470;cg08910558;cg17125990"
"chr15_DMR_41","cg11592786;cg12445786"
"chr15_DMR_42","cg01138448;cg10439456;cg15022400;cg22107533;cg10517312;cg05439368"
"chr15_DMR_43","cg02779016;cg07562821;cg22377043;cg15159104;cg14025021"
"chr15_DMR_44","cg06371954;cg10823473;cg19341977;cg10588696;cg03465861;cg05412396;cg13749815"
"chr15_DMR_45","cg21702011;cg19346632;cg06000144"
"chr15_DMR_46","cg24491553;cg22106607;cg25354169;cg17086370;cg07866131;cg17208363;cg26544020;cg01050433;cg07566833;cg24147582;cg17082634"
"chr15_DMR_47","cg20699549;cg21574244"
"chr15_DMR_48","cg21315992;cg07217653;cg01350081;cg02208308"
"chr15_DMR_49","cg25932290;cg09803904;cg22093306"
"chr15_DMR_50","cg07279214;cg11397581;cg01451203;cg23217940;cg27412506;cg12629670;cg11199011;cg11517728;cg12419239;cg04294383"
"chr15_DMR_51","cg18980263;cg19275890;cg22675604;cg00114784;cg12928346;cg26022093;cg17193096;cg23789148;cg26922483;cg07811054;cg17120983;cg26155032;cg24142894;cg26657101"
"chr15_DMR_52","cg09887667;cg09498379;cg19009756;cg11981744;cg02965870;cg19153976;cg02198044;cg08893139;cg13160251"
"chr15_DMR_53","cg26505822;cg17973394;cg03464336;cg13932339;cg20639890;cg18766912;cg27458888;cg00792740;cg07698384;cg05881762;cg16451872;cg13046440;cg14908024;cg23681243;cg12572011;cg12177023"
"chr15_DMR_54","cg19993258;cg01879437;cg25527599"
"chr15_DMR_55","cg16389924;cg02587988;cg02597493;cg06376992;cg03196627;cg05638059;cg11942622;cg25608871;cg21864519;cg15840638;cg05529500;cg17631357;cg19900515;cg24739098;cg21840434;cg24231513;cg08201736;cg22821300"
"chr15_DMR_56","cg20622131;cg08321268;cg12057576;cg09353345"
"chr15_DMR_57","cg02916102;cg24578679;cg14855334;cg09490603;cg05454635;cg08033551;cg06285340;cg18068537;cg05939495;cg16332610;cg00615746;cg17790333"
"chr15_DMR_58","cg22722028;cg03940484;cg19438750"
"chr15_DMR_59","cg13175736;cg24687841;cg03608502;cg24405248;cg06136125;cg09998251"
"chr15_DMR_60","cg05195452;cg08940252;cg05526487;cg03847675"
"chr15_DMR_61","cg12699599;cg07047589"
"chr15_DMR_62","cg07202353;cg10142436;cg04614155"
"chr15_DMR_63","cg18723873;cg12101586;cg26516004;cg01919118;cg13027682;cg00353139;cg27051335;cg03797501;cg12925764;cg19889264;cg00213123;cg20004910;cg22549041;cg09611756;cg13570656;cg05010179;cg27426425;cg11924019;cg19817399;cg18092474;cg10481417;cg10009577;cg23680900;cg23727072;cg26704579;cg05549655;cg17852385;cg20433014;cg02196734"
"chr15_DMR_64","cg11353598;cg19580937;cg12434747"
"chr15_DMR_65","cg03842258;cg12452298;cg16791186;cg04850765;cg01529478"
"chr15_DMR_66","cg01176433;cg10643916;cg22452230;cg13037259;cg07971863;cg07469063;cg25236324"
"chr15_DMR_67","cg09727046;cg08413060;cg04673937;cg21963854;cg07987890"
"chr15_DMR_68","cg24146288;cg20315739;cg03080639;cg12452386;cg22758916"
"chr15_DMR_69","cg10845124;cg04142988"
"chr15_DMR_70","cg09670601;cg06100161"
"chr15_DMR_71","cg21109038;cg23005885;cg14023999;cg01185080;cg19925872"
"chr15_DMR_72","cg08899105;cg17934775"
"chr15_DMR_73","cg19698348;cg08183407;cg27057329;cg20551756"
"chr15_DMR_74","cg14902146;cg01294695;cg09101826;cg17175984;cg14477584;cg15586420;cg06991829;cg19438887;cg00637988;cg13171943;cg00507477"
"chr15_DMR_75","cg03532957;cg20720553;cg18477380;cg25869317;cg25960063;cg20354319;cg27425263"
"chr15_DMR_76","cg12950645;cg07097876"
"chr15_DMR_77","cg10715147;cg24203709;cg04717847;cg18188010;cg07013680;cg00165394;cg13586457"
"chr15_DMR_78","cg03312289;cg18588504;cg26326298;cg04308337;cg08633850;cg18069309;cg12665973;cg22630754;cg21570866;cg18450553"
"chr15_DMR_79","cg04813911;cg11093760;cg20225681;cg00481600"
"chr15_DMR_80","cg07147709;cg23176340;cg18824446;cg09160955"
"chr15_DMR_81","cg27157619;cg20040747"
"chr15_DMR_82","cg03599575;cg04176472"
"chr15_DMR_83","cg10943348;cg02760766;cg00334370;cg08331842;cg05805038;cg22062265;cg22290528;cg11540416;cg20540327;cg16391783;cg12593608;cg18093693;cg27079104;cg13587740;cg08625920"
"chr15_DMR_84","cg19635897;cg09347959;cg17454592;cg05115375;cg15175581;cg19599407;cg19161424;cg24225467"
"chr15_DMR_85","cg12030298;cg24742571;cg05385397;cg27560250;cg27218500"
"chr15_DMR_86","cg09672452;cg12392104"
"chr15_DMR_87","cg08876490;cg13812377;cg00944808;cg08949621;cg13879937;cg24007300;cg06419771;cg11362250"
"chr15_DMR_88","cg14903685;cg10381071;cg05572153;cg21446345;cg19630841;cg19935481;cg24493548;cg13637733;cg09983243;cg07020846;cg26971042;cg09747445;cg03578458;cg08342270;cg01024113;cg13163919"
"chr15_DMR_89","cg14899065;cg18097277;cg14898127"
"chr15_DMR_90","cg06671139;cg12691651;cg01171597;cg14597545;cg20052355;cg21550360;cg03441853"
"chr15_DMR_91","cg07576135;cg23198793;cg15902038;cg15775674;cg20309061"
"chr15_DMR_92","cg18582992;cg21673646;cg24033558;cg21244086;cg17006677;cg20696985"
"chr15_DMR_93","cg14503537;cg01359532"
"chr15_DMR_94","cg18039797;cg20918218;cg24359188"
"chr15_DMR_95","cg03436619;cg19965221;cg00204501;cg12685846;cg12400336;cg04022063;cg19781053;cg04969688;cg13836627"
"chr15_DMR_96","cg24848787;cg05337681"
"chr15_DMR_97","cg23448096;cg18550509;cg17886038;cg18707780;cg10302736;cg09230903;cg10426939;cg22711917;cg01054354;cg19894580;cg11461627;cg23669855"
"chr15_DMR_98","cg22293140;cg22502206;cg00155593;cg16472060;cg22365276;cg09419486;cg13785221;cg13634501;cg08081036;cg02072495;cg14397690;cg20118643;cg09533293;cg00930615;cg06738887"
"chr15_DMR_99","cg03366285;cg07728579"
"chr15_DMR_100","cg07713120;cg01182386;cg18023640;cg21107223;cg20908260;cg04981203;cg19176363;cg12824502;cg16716975;cg13828047"
"chr15_DMR_101","cg25150243;cg00116412;cg24717159;cg08363605;cg25417405;cg03543731;cg21625817;cg13021384;cg02365220;cg02726943"
"chr15_DMR_102","cg16480660;cg02952686;cg27211204;cg07335806;cg23600866;cg02467858;cg08096291;cg01960734"
"chr15_DMR_103","cg00103299;cg21865941;cg10083258;cg14588003;cg07966388;cg26198898"
"chr15_DMR_104","cg03336334;cg08438435;cg09077934;cg17716765"
"chr15_DMR_105","cg19404757;cg03355298;cg00837838;cg00079638;cg08459087;cg18555073;cg13964393;cg08350173;cg07192821;cg24134304;cg18696027;cg10081723"
"chr15_DMR_106","cg08177359;cg20828084;cg24159335;cg24796627;cg08083041;cg01940753;cg00098718"
"chr15_DMR_107","cg20719524;cg25399963;cg10486227;cg09549240;cg21523564;cg16914151;cg05627522;cg09619786;cg16064478;cg06298896;cg20719038;cg26548288;cg13902498;cg02696790"
"chr15_DMR_108","cg22513528;cg16470140"
"chr15_DMR_109","cg12631735;cg19781376;cg14344095;cg24569831;cg26127778;cg20129994;cg17400113;cg17896927;cg23115069;cg16390448;cg20122635;cg25059434;cg23754924;cg08334034;cg09214412;cg13455960;cg04340651;cg23013968;cg09205019;cg17633234;cg21079003;cg25994931"
"chr15_DMR_110","cg06373817;cg10665065;cg07462521;cg16958402;cg06534464"
"chr15_DMR_111","cg23631321;cg01677248;cg08750547"
"chr15_DMR_112","cg14533361;cg00637058;cg04221794;cg20468883;cg19771482"
"chr15_DMR_113","cg27664085;cg26963367"
"chr15_DMR_114","cg10342963;cg23990557;cg26272088;cg15840949"
"chr15_DMR_115","cg17794320;cg12762600;cg19570897"
"chr15_DMR_116","cg07894967;cg09047513;cg06847558;cg03470331;cg23502883"
"chr15_DMR_117","cg08117110;cg03180322"
"chr15_DMR_118","cg20822365;cg12664560;cg19099281;cg03016097;cg15338449;cg15486374;cg20875807"
"chr15_DMR_119","cg10327302;cg22936016;cg24476453;cg18822411;cg22761315;cg22457211;cg15324453;cg21637050;cg15747848;cg14428590;cg18724215"
"chr15_DMR_120","cg20793089;cg06840283;cg18363538;cg24321039;cg23433527;cg03326689;cg18279337;cg06687489;cg27633342;cg11291745"
"chr15_DMR_121","cg22547737;cg09484019;cg03835824"
"chr15_DMR_122","cg18106898;cg23689615;cg01652927"
"chr15_DMR_123","cg01904985;cg08934372"
"chr15_DMR_124","cg12240358;cg19256368"
"chr15_DMR_125","cg24170687;cg16439512;cg24720672;cg04317051;cg19845809;cg18587504;cg23776186;cg14112958"
"chr15_DMR_126","cg12600197;cg19831197;cg12978308"
"chr15_DMR_127","cg00090787;cg18091264;cg04866357;cg17352276;cg13775991"
"chr15_DMR_128","cg17207590;cg14525407;cg25837909"
"chr15_DMR_129","cg07928289;cg23276238;cg15829619;cg16410338;cg25217625;cg02665317;cg23093590;cg04857231"
"chr15_DMR_130","cg07317608;cg00021783;cg06721031;cg01035804"
"chr15_DMR_131","cg12919520;cg03024760;cg08182446;cg05678749;cg02281208;cg27553667;cg11651237;cg08445263;cg02069715;cg09257796;cg00745725"
"chr15_DMR_132","cg27132471;cg02107844"
"chr15_DMR_133","cg27629948;cg26581449;cg21525369;cg13061237"
"chr15_DMR_134","cg23900712;cg27534520"
"chr15_DMR_135","cg01325409;cg01497576;cg04643655"
"chr15_DMR_136","cg12919135;cg06333492;cg16310262;cg22794078;cg10167478;cg09785099"
"chr15_DMR_137","cg21241424;cg22211672"
"chr15_DMR_138","cg27510007;cg22491225;cg11701759;cg13436879;cg20647962;cg27046604;cg04868764;cg26531804;cg09898695;cg12426344;cg01905809"
"chr15_DMR_139","cg24179719;cg23709231"
"chr15_DMR_140","cg04854451;cg08595182;cg12323089;cg27326431;cg13746225;cg16572315;cg03872267;cg19603075;cg12548985;cg00613399;cg01342085;cg15257765;cg27047371;cg15559640;cg26768918"
"chr15_DMR_141","cg04632724;cg12727528;cg25863289;cg23033402;cg13634678;cg15690441;cg17115258;cg12645876;cg18654049;cg11075994"
"chr15_DMR_142","cg13496862;cg21074766;cg11143674"
"chr15_DMR_143","cg25982066;cg10297193"
"chr15_DMR_144","cg01869288;cg20666585"
"chr15_DMR_145","cg02395280;cg08630080;cg11064521"
"chr15_DMR_146","cg17743012;cg07699300"
"chr15_DMR_147","cg05615147;cg22805152;cg09268982;cg06815419;cg16239296;cg16958189;cg07730907;cg02059515"
"chr15_DMR_148","cg01363662;cg01155076;cg23637791;cg00622552;cg06608378"
"chr15_DMR_149","cg23702610;cg05854892"
"chr15_DMR_150","cg11333007;cg00190321;cg16398976;cg27067648;cg19686152"
"chr15_DMR_151","cg06679538;cg24163563;cg25331703;cg18269826;cg10253457;cg21727145;cg25701164;cg01029627"
"chr15_DMR_152","cg18013711;cg09403165;cg05149085;cg08120462;cg09693508;cg05841809;cg02714356;cg20192362;cg12743418;cg15558814;cg11825020"
"chr15_DMR_153","cg24737374;cg25729166"
"chr15_DMR_154","cg18751306;cg16268380;cg19921130;cg09160359;cg24817430"
"chr15_DMR_155","cg21526530;cg07427772;cg00868652"
"chr15_DMR_156","cg10205045;cg08362102"
"chr15_DMR_157","cg15561305;cg12306333"
"chr15_DMR_158","cg25729350;cg03311274"
"chr15_DMR_159","cg16803522;cg27665171;cg18541417;cg17350720;cg20666492;cg19177600;cg03603381;cg24174608;cg06952236"
"chr15_DMR_160","cg19547844;cg18646851"
"chr15_DMR_161","cg13579205;cg05719672;cg18704421;cg05131526;cg09169633;cg01482407;cg12984356;cg17017272;cg08740748"
"chr15_DMR_162","cg12437628;cg19619909"
"chr15_DMR_163","cg12799119;cg10582968;cg09438837;cg06541093;cg22494035"
"chr15_DMR_164","cg24621607;cg05312278;cg21477530;cg25934944;cg27326687;cg13809469;cg05874476;cg09020461;cg18585940;cg03617487;cg12032620;cg04678936"
"chr15_DMR_165","cg02378847;cg24653100;cg05923854;cg23152885;cg02709205;cg21063758;cg10070260;cg25705558;cg18887483;cg23392501;cg05505745;cg24123518"
"chr15_DMR_166","cg25649641;cg02245004;cg20540209;cg14433497;cg24864887;cg23032427;cg10088491;cg03840073;cg04751276;cg08307030"
"chr15_DMR_167","cg24375244;cg24494009;cg19003958;cg11700258;cg12045881"
"chr15_DMR_168","cg00006867;cg20885615;cg07518380;cg00502017"
"chr15_DMR_169","cg05197690;cg22466459;cg16237715;cg05677467;cg14842478;cg13547419;cg16203863;cg20915763;cg24134342;cg22514595;cg01648088;cg22977942;cg06851936"
"chr15_DMR_170","cg00289094;cg09408937"
"chr15_DMR_171","cg21385909;cg19961766;cg11739148"
"chr15_DMR_172","cg25688583;cg18117669"
"chr15_DMR_173","cg12627870;cg17934940;cg10137463;cg03353812;cg18314140;cg21404224;cg00207833;cg04496281;cg24154474;cg24947163;cg09884077;cg26955196;cg05502464;cg02326796"
"chr15_DMR_174","cg06192883;cg24590708"
"chr15_DMR_175","cg18136895;cg01180441;cg15038331"
"chr15_DMR_176","cg16052317;cg21416022;cg26163234;cg13401703;cg25385940"
"chr15_DMR_177","cg18490614;cg02318784"
"chr15_DMR_178","cg22770592;cg10598356;cg12642414;cg05085816;cg05375668;cg24167897;cg08354699;cg17046977;cg18283916;cg22599514;cg24594678;cg03988119;cg14167673;cg07512971;cg11694433;cg15444566;cg10178905"
"chr15_DMR_179","cg12421686;cg20611126;cg15597821;cg25661992;cg25116125;cg26984869;cg09593286;cg14930642;cg17428950;cg23169689"
